student_id,feedback
22415,Very satisfied with the exam
22416,Time was insufficient
22417,Excellent exam pattern
22418,Average experience
22419,Time was insufficient
22420,Time was insufficient
22421,Paper was moderate
22422,Paper was moderate
22423,Overall good experience
22424,Time was insufficient
22425,Average experience
22426,Average experience
22427,Questions were too difficult
22428,Average experience
22429,Paper was moderate
22430,Not happy with difficulty level
22431,Time was insufficient
22432,Questions were too difficult
22433,Overall good experience
22434,Not happy with difficulty level
22435,Overall good experience
22436,Overall good experience
22437,Questions were too difficult
22438,Poor time management required
22439,Time was insufficient
22440,Not happy with difficulty level
22441,Not happy with difficulty level
22442,The exam was fair and well structured
22443,Average experience
22444,Overall good experience
22445,Excellent exam pattern
22446,Excellent exam pattern
22447,The exam was fair and well structured
22448,Time was insufficient
22449,Not happy with difficulty level
22450,Overall good experience
22451,The exam was fair and well structured
22452,Average experience
22453,Not happy with difficulty level
22454,Not happy with difficulty level
22455,Questions were too difficult
22456,Questions were too difficult
22457,Average experience
22458,Questions were too difficult
22459,The exam was fair and well structured
22460,Average experience
22461,Very satisfied with the exam
22462,Overall good experience
22463,Very satisfied with the exam
22464,Not happy with difficulty level
22465,Not happy with difficulty level
22466,Poor time management required
22467,Excellent exam pattern
22468,Overall good experience
22469,Paper was moderate
22470,Questions were too difficult
22471,Average experience
22472,Not happy with difficulty level
22473,Very satisfied with the exam
22474,The exam was fair and well structured
22475,Overall good experience
22476,Overall good experience
22477,Excellent exam pattern
22478,Overall good experience
22479,Poor time management required
22480,The exam was fair and well structured
22481,The exam was fair and well structured
22482,Time was insufficient
22483,Very satisfied with the exam
22484,Paper was moderate
22485,Time was insufficient
22486,Overall good experience
22487,Excellent exam pattern
22488,Overall good experience
22489,Questions were too difficult
22490,Overall good experience
22491,Poor time management required
22492,Very satisfied with the exam
22493,Overall good experience
22494,Excellent exam pattern
22495,Paper was moderate
22496,The exam was fair and well structured
22497,Very satisfied with the exam
22498,The exam was fair and well structured
22499,Very satisfied with the exam
22500,The exam was fair and well structured
22501,Questions were too difficult
22502,Poor time management required
22503,Excellent exam pattern
22504,Average experience
22505,Time was insufficient
22506,Excellent exam pattern
22507,Excellent exam pattern
22508,Overall good experience
22509,Questions were too difficult
22510,Questions were too difficult
22511,Overall good experience
22512,Questions were too difficult
22513,Overall good experience
22514,Questions were too difficult
22515,Very satisfied with the exam
22516,Poor time management required
22517,Average experience
22518,Not happy with difficulty level
22519,Time was insufficient
22520,Paper was moderate
22521,Questions were too difficult
22522,Average experience
22523,Questions were too difficult
22524,Overall good experience
22525,Very satisfied with the exam
22526,Paper was moderate
22527,Not happy with difficulty level
22528,Average experience
22529,Overall good experience
22530,Excellent exam pattern
22531,Questions were too difficult
22532,Very satisfied with the exam
22533,Paper was moderate
22534,Average experience
22535,Poor time management required
22536,Not happy with difficulty level
22537,Poor time management required
22538,Time was insufficient
22539,Average experience
22540,Not happy with difficulty level
22541,Excellent exam pattern
22542,Time was insufficient
22543,Not happy with difficulty level
22544,Paper was moderate
22545,Average experience
22546,Paper was moderate
22547,The exam was fair and well structured
22548,Excellent exam pattern
22549,The exam was fair and well structured
22550,The exam was fair and well structured
22551,Excellent exam pattern
22552,Excellent exam pattern
22553,Not happy with difficulty level
22554,The exam was fair and well structured
22555,Overall good experience
22556,Poor time management required
22557,Not happy with difficulty level
22558,Not happy with difficulty level
22559,Not happy with difficulty level
22560,Overall good experience
22561,Very satisfied with the exam
22562,Overall good experience
22563,Excellent exam pattern
22564,The exam was fair and well structured
22565,Excellent exam pattern
22566,Poor time management required
22567,Average experience
22568,The exam was fair and well structured
22569,Poor time management required
22570,Very satisfied with the exam
22571,Paper was moderate
22572,Excellent exam pattern
22573,Poor time management required
22574,Average experience
22575,The exam was fair and well structured
22576,Excellent exam pattern
22577,Average experience
22578,Not happy with difficulty level
22579,Not happy with difficulty level
22580,Time was insufficient
22581,Poor time management required
22582,Time was insufficient
22583,The exam was fair and well structured
22584,Paper was moderate
22585,Time was insufficient
22586,Excellent exam pattern
22587,The exam was fair and well structured
22588,The exam was fair and well structured
22589,Poor time management required
22590,Average experience
22591,Very satisfied with the exam
22592,Overall good experience
22593,Paper was moderate
22594,The exam was fair and well structured
22595,Paper was moderate
22596,Questions were too difficult
22597,Not happy with difficulty level
22598,The exam was fair and well structured
22599,Poor time management required
22600,Excellent exam pattern
22601,Time was insufficient
22602,Not happy with difficulty level
22603,Overall good experience
22604,The exam was fair and well structured
22605,The exam was fair and well structured
22606,Very satisfied with the exam
22607,Paper was moderate
22608,Excellent exam pattern
22609,Very satisfied with the exam
22610,Not happy with difficulty level
22611,Questions were too difficult
22612,Questions were too difficult
22613,Very satisfied with the exam
22614,Very satisfied with the exam
22615,Excellent exam pattern
22616,Overall good experience
22617,Average experience
22618,Overall good experience
22619,Paper was moderate
22620,Questions were too difficult
22621,Overall good experience
22622,Very satisfied with the exam
22623,Time was insufficient
22624,Poor time management required
22625,Excellent exam pattern
22626,Poor time management required
22627,Very satisfied with the exam
22628,Not happy with difficulty level
22629,The exam was fair and well structured
22630,Time was insufficient
22631,Time was insufficient
22632,Average experience
22633,Questions were too difficult
22634,Not happy with difficulty level
22635,Average experience
22636,Excellent exam pattern
22637,Paper was moderate
22638,Questions were too difficult
22639,Questions were too difficult
22640,Time was insufficient
22641,Overall good experience
22642,Poor time management required
22643,Very satisfied with the exam
22644,Overall good experience
22645,Questions were too difficult
22646,Average experience
22647,Overall good experience
22648,Excellent exam pattern
22649,Time was insufficient
22650,Very satisfied with the exam
22651,Time was insufficient
22652,Overall good experience
22653,The exam was fair and well structured
22654,The exam was fair and well structured
22655,The exam was fair and well structured
22656,Time was insufficient
22657,Excellent exam pattern
22658,Poor time management required
22659,Poor time management required
22660,Very satisfied with the exam
22661,Overall good experience
22662,Average experience
22663,The exam was fair and well structured
22664,Not happy with difficulty level
22665,Time was insufficient
22666,Not happy with difficulty level
22667,Time was insufficient
22668,Very satisfied with the exam
22669,Overall good experience
22670,Average experience
22671,The exam was fair and well structured
22672,Questions were too difficult
22673,Very satisfied with the exam
22674,Excellent exam pattern
22675,Not happy with difficulty level
22676,Paper was moderate
22677,The exam was fair and well structured
22678,Poor time management required
22679,Poor time management required
22680,Average experience
22681,Excellent exam pattern
22682,Overall good experience
22683,Excellent exam pattern
22684,Not happy with difficulty level
22685,Questions were too difficult
22686,The exam was fair and well structured
22687,Not happy with difficulty level
22688,Average experience
22689,Excellent exam pattern
22690,Questions were too difficult
22691,Poor time management required
22692,Very satisfied with the exam
22693,Time was insufficient
22694,Very satisfied with the exam
22695,Questions were too difficult
22696,Poor time management required
22697,Time was insufficient
22698,Very satisfied with the exam
22699,The exam was fair and well structured
22700,The exam was fair and well structured
22701,Overall good experience
22702,Time was insufficient
22703,The exam was fair and well structured
22704,Excellent exam pattern
22705,Poor time management required
22706,Time was insufficient
22707,Questions were too difficult
22708,Paper was moderate
22709,Not happy with difficulty level
22710,Excellent exam pattern
22711,Time was insufficient
22712,Excellent exam pattern
22713,Overall good experience
22714,Not happy with difficulty level
22715,Paper was moderate
22716,Average experience
22717,The exam was fair and well structured
22718,Excellent exam pattern
22719,Questions were too difficult
22720,Poor time management required
22721,Average experience
22722,Time was insufficient
22723,Overall good experience
22724,Paper was moderate
22725,Not happy with difficulty level
22726,Excellent exam pattern
22727,Very satisfied with the exam
22728,Very satisfied with the exam
22729,The exam was fair and well structured
22730,Overall good experience
22731,Average experience
22732,Very satisfied with the exam
22733,Time was insufficient
22734,Paper was moderate
22735,The exam was fair and well structured
22736,Average experience
22737,Overall good experience
22738,Average experience
22739,Paper was moderate
22740,Very satisfied with the exam
22741,Questions were too difficult
22742,Average experience
22743,Very satisfied with the exam
22744,Questions were too difficult
22745,Poor time management required
22746,Not happy with difficulty level
22747,The exam was fair and well structured
22748,Excellent exam pattern
22749,Poor time management required
22750,Very satisfied with the exam
22751,The exam was fair and well structured
22752,Time was insufficient
22753,The exam was fair and well structured
22754,Average experience
22755,Very satisfied with the exam
22756,Excellent exam pattern
22757,Not happy with difficulty level
22758,Very satisfied with the exam
22759,Paper was moderate
22760,Very satisfied with the exam
22761,Very satisfied with the exam
22762,Questions were too difficult
22763,Average experience
22764,Not happy with difficulty level
22765,Overall good experience
22766,Poor time management required
22767,Overall good experience
22768,Poor time management required
22769,Poor time management required
22770,Overall good experience
22771,Average experience
22772,Paper was moderate
22773,Excellent exam pattern
22774,Very satisfied with the exam
22775,Not happy with difficulty level
22776,Paper was moderate
22777,Overall good experience
22778,Time was insufficient
22779,Overall good experience
22780,Poor time management required
22781,Very satisfied with the exam
22782,Time was insufficient
22783,Excellent exam pattern
22784,Poor time management required
22785,Overall good experience
22786,Overall good experience
22787,Very satisfied with the exam
22788,Overall good experience
22789,Excellent exam pattern
22790,Paper was moderate
22791,Poor time management required
22792,The exam was fair and well structured
22793,Paper was moderate
22794,Time was insufficient
22795,Questions were too difficult
22796,Very satisfied with the exam
22797,Questions were too difficult
22798,Questions were too difficult
22799,The exam was fair and well structured
22800,Very satisfied with the exam
22801,Not happy with difficulty level
22802,Average experience
22803,Paper was moderate
22804,Not happy with difficulty level
22805,The exam was fair and well structured
22806,Overall good experience
22807,Overall good experience
22808,The exam was fair and well structured
22809,The exam was fair and well structured
22810,Paper was moderate
22811,Overall good experience
22812,Excellent exam pattern
22813,Not happy with difficulty level
22814,Very satisfied with the exam
22815,Poor time management required
22816,Very satisfied with the exam
22817,Overall good experience
22818,Paper was moderate
22819,Overall good experience
22820,Very satisfied with the exam
22821,The exam was fair and well structured
22822,Very satisfied with the exam
22823,Poor time management required
22824,Average experience
22825,Poor time management required
22826,Not happy with difficulty level
22827,Poor time management required
22828,Very satisfied with the exam
22829,Poor time management required
22830,Overall good experience
22831,Poor time management required
22832,Excellent exam pattern
22833,Time was insufficient
22834,Poor time management required
22835,Time was insufficient
22836,Overall good experience
22837,Very satisfied with the exam
22838,Paper was moderate
22839,Time was insufficient
22840,Not happy with difficulty level
22841,Not happy with difficulty level
22842,Not happy with difficulty level
22843,Excellent exam pattern
22844,Poor time management required
22845,Time was insufficient
22846,Poor time management required
22847,Excellent exam pattern
22848,Average experience
22849,Time was insufficient
22850,Poor time management required
22851,Excellent exam pattern
22852,The exam was fair and well structured
22853,Very satisfied with the exam
22854,Excellent exam pattern
22855,Time was insufficient
22856,Excellent exam pattern
22857,Average experience
22858,Overall good experience
22859,Overall good experience
22860,Not happy with difficulty level
22861,Very satisfied with the exam
22862,Excellent exam pattern
22863,The exam was fair and well structured
22864,Paper was moderate
22865,Excellent exam pattern
22866,Very satisfied with the exam
22867,Poor time management required
22868,Overall good experience
22869,Excellent exam pattern
22870,Poor time management required
22871,Time was insufficient
22872,Very satisfied with the exam
22873,Excellent exam pattern
22874,Overall good experience
22875,Very satisfied with the exam
22876,Average experience
22877,Not happy with difficulty level
22878,Not happy with difficulty level
22879,The exam was fair and well structured
22880,Average experience
22881,Poor time management required
22882,Questions were too difficult
22883,The exam was fair and well structured
22884,Paper was moderate
22885,Time was insufficient
22886,The exam was fair and well structured
22887,Overall good experience
22888,Very satisfied with the exam
22889,Average experience
22890,Not happy with difficulty level
22891,Average experience
22892,Very satisfied with the exam
22893,Not happy with difficulty level
22894,Paper was moderate
22895,Poor time management required
22896,Not happy with difficulty level
22897,Excellent exam pattern
22898,Not happy with difficulty level
22899,Average experience
22900,The exam was fair and well structured
22901,Paper was moderate
22902,Very satisfied with the exam
22903,Not happy with difficulty level
22904,Poor time management required
22905,Overall good experience
22906,Poor time management required
22907,Time was insufficient
22908,Excellent exam pattern
22909,Not happy with difficulty level
22910,Excellent exam pattern
22911,Not happy with difficulty level
22912,Overall good experience
22913,Very satisfied with the exam
22914,Excellent exam pattern
22915,Very satisfied with the exam
22916,Overall good experience
22917,Time was insufficient
22918,Very satisfied with the exam
22919,Paper was moderate
22920,The exam was fair and well structured
22921,The exam was fair and well structured
22922,Questions were too difficult
22923,Time was insufficient
22924,Paper was moderate
22925,Excellent exam pattern
22926,Very satisfied with the exam
22927,Questions were too difficult
22928,Not happy with difficulty level
22929,Overall good experience
22930,Overall good experience
22931,Excellent exam pattern
22932,Questions were too difficult
22933,Average experience
22934,The exam was fair and well structured
22935,Questions were too difficult
22936,Excellent exam pattern
22937,Paper was moderate
22938,Paper was moderate
22939,Time was insufficient
22940,Questions were too difficult
22941,Poor time management required
22942,Paper was moderate
22943,Poor time management required
22944,Paper was moderate
22945,Paper was moderate
22946,Not happy with difficulty level
22947,Questions were too difficult
22948,Average experience
22949,Paper was moderate
22950,Not happy with difficulty level
22951,Not happy with difficulty level
22952,Very satisfied with the exam
22953,Not happy with difficulty level
22954,Very satisfied with the exam
22955,Paper was moderate
22956,The exam was fair and well structured
22957,Very satisfied with the exam
22958,Average experience
22959,Average experience
22960,Questions were too difficult
22961,Questions were too difficult
22962,Paper was moderate
22963,The exam was fair and well structured
22964,The exam was fair and well structured
22965,Poor time management required
22966,The exam was fair and well structured
22967,Very satisfied with the exam
22968,Questions were too difficult
22969,Excellent exam pattern
22970,Excellent exam pattern
22971,Overall good experience
22972,Not happy with difficulty level
22973,Poor time management required
22974,The exam was fair and well structured
22975,Time was insufficient
22976,Paper was moderate
22977,Excellent exam pattern
22978,Excellent exam pattern
22979,Not happy with difficulty level
22980,Time was insufficient
22981,Time was insufficient
22982,Average experience
22983,Not happy with difficulty level
22984,Poor time management required
22985,Not happy with difficulty level
22986,Not happy with difficulty level
22987,Very satisfied with the exam
22988,Questions were too difficult
22989,Paper was moderate
22990,Poor time management required
22991,Paper was moderate
22992,Questions were too difficult
22993,Average experience
22994,Average experience
22995,Overall good experience
22996,The exam was fair and well structured
22997,Very satisfied with the exam
22998,Very satisfied with the exam
22999,Time was insufficient
23000,Not happy with difficulty level
23001,Questions were too difficult
23002,Excellent exam pattern
23003,Overall good experience
23004,Overall good experience
23005,Very satisfied with the exam
23006,Poor time management required
23007,Very satisfied with the exam
23008,The exam was fair and well structured
23009,Not happy with difficulty level
23010,The exam was fair and well structured
23011,Paper was moderate
23012,Excellent exam pattern
23013,Poor time management required
23014,Questions were too difficult
23015,Very satisfied with the exam
23016,Poor time management required
23017,Not happy with difficulty level
23018,Time was insufficient
23019,Poor time management required
23020,Questions were too difficult
23021,Overall good experience
23022,Overall good experience
23023,Average experience
23024,Overall good experience
23025,Poor time management required
23026,Very satisfied with the exam
23027,The exam was fair and well structured
23028,Overall good experience
23029,The exam was fair and well structured
23030,Excellent exam pattern
23031,Questions were too difficult
23032,Questions were too difficult
23033,Time was insufficient
23034,Average experience
23035,Paper was moderate
23036,Questions were too difficult
23037,Time was insufficient
23038,Not happy with difficulty level
23039,Time was insufficient
23040,Average experience
23041,Not happy with difficulty level
23042,Paper was moderate
23043,Not happy with difficulty level
23044,Time was insufficient
23045,Poor time management required
23046,The exam was fair and well structured
23047,Paper was moderate
23048,Paper was moderate
23049,Paper was moderate
23050,Overall good experience
23051,Overall good experience
23052,Questions were too difficult
23053,Average experience
23054,Time was insufficient
23055,Overall good experience
23056,Overall good experience
23057,Not happy with difficulty level
23058,Paper was moderate
23059,Questions were too difficult
23060,Paper was moderate
23061,Average experience
23062,Overall good experience
23063,Overall good experience
23064,Poor time management required
23065,Paper was moderate
23066,Poor time management required
23067,Average experience
23068,Paper was moderate
23069,Excellent exam pattern
23070,Overall good experience
23071,Overall good experience
23072,Very satisfied with the exam
23073,The exam was fair and well structured
23074,Poor time management required
23075,Excellent exam pattern
23076,Very satisfied with the exam
23077,Very satisfied with the exam
23078,Questions were too difficult
23079,Not happy with difficulty level
23080,Excellent exam pattern
23081,Paper was moderate
23082,Average experience
23083,Overall good experience
23084,The exam was fair and well structured
23085,Not happy with difficulty level
23086,Time was insufficient
23087,Not happy with difficulty level
23088,Not happy with difficulty level
23089,Poor time management required
23090,Poor time management required
23091,Overall good experience
23092,Average experience
23093,Paper was moderate
23094,Very satisfied with the exam
23095,Average experience
23096,Overall good experience
23097,Time was insufficient
23098,Paper was moderate
23099,Overall good experience
23100,Time was insufficient
23101,Average experience
23102,Paper was moderate
23103,Questions were too difficult
23104,The exam was fair and well structured
23105,Poor time management required
23106,Questions were too difficult
23107,The exam was fair and well structured
23108,Not happy with difficulty level
23109,The exam was fair and well structured
23110,Poor time management required
23111,Time was insufficient
23112,Poor time management required
23113,Overall good experience
23114,Very satisfied with the exam
23115,Time was insufficient
23116,Excellent exam pattern
23117,Very satisfied with the exam
23118,Questions were too difficult
23119,Overall good experience
23120,Questions were too difficult
23121,Time was insufficient
23122,The exam was fair and well structured
23123,Average experience
23124,Very satisfied with the exam
23125,Questions were too difficult
23126,Not happy with difficulty level
23127,Time was insufficient
23128,Excellent exam pattern
23129,Excellent exam pattern
23130,Excellent exam pattern
23131,Average experience
23132,Paper was moderate
23133,The exam was fair and well structured
23134,Poor time management required
23135,Questions were too difficult
23136,Paper was moderate
23137,Average experience
23138,The exam was fair and well structured
23139,Poor time management required
23140,Overall good experience
23141,Not happy with difficulty level
23142,Excellent exam pattern
23143,Overall good experience
23144,Poor time management required
23145,Average experience
23146,Very satisfied with the exam
23147,Paper was moderate
23148,The exam was fair and well structured
23149,Time was insufficient
23150,Poor time management required
23151,Overall good experience
23152,Time was insufficient
23153,Questions were too difficult
23154,Poor time management required
23155,Not happy with difficulty level
23156,Overall good experience
23157,Overall good experience
23158,Not happy with difficulty level
23159,Overall good experience
23160,Paper was moderate
23161,Very satisfied with the exam
23162,Paper was moderate
23163,Overall good experience
23164,Not happy with difficulty level
23165,Very satisfied with the exam
23166,Questions were too difficult
23167,Not happy with difficulty level
23168,Not happy with difficulty level
23169,Average experience
23170,Average experience
23171,Questions were too difficult
23172,Time was insufficient
23173,The exam was fair and well structured
23174,Poor time management required
23175,Overall good experience
23176,Questions were too difficult
23177,Overall good experience
23178,Not happy with difficulty level
23179,Average experience
23180,Overall good experience
23181,Poor time management required
23182,Time was insufficient
23183,Overall good experience
23184,Not happy with difficulty level
23185,Excellent exam pattern
23186,Poor time management required
23187,Overall good experience
23188,Overall good experience
23189,Not happy with difficulty level
23190,Average experience
23191,Average experience
23192,Overall good experience
23193,Average experience
23194,Paper was moderate
23195,Time was insufficient
23196,Overall good experience
23197,Poor time management required
23198,Time was insufficient
23199,Paper was moderate
23200,Paper was moderate
23201,Time was insufficient
23202,Not happy with difficulty level
23203,Time was insufficient
23204,Questions were too difficult
23205,Not happy with difficulty level
23206,The exam was fair and well structured
23207,Paper was moderate
23208,The exam was fair and well structured
23209,The exam was fair and well structured
23210,Time was insufficient
23211,Excellent exam pattern
23212,Excellent exam pattern
23213,Questions were too difficult
23214,Not happy with difficulty level
23215,Overall good experience
23216,Not happy with difficulty level
23217,Time was insufficient
23218,Time was insufficient
23219,Average experience
23220,Time was insufficient
23221,Time was insufficient
23222,Paper was moderate
23223,Time was insufficient
23224,Paper was moderate
23225,Poor time management required
23226,The exam was fair and well structured
23227,Not happy with difficulty level
23228,Time was insufficient
23229,Time was insufficient
23230,Time was insufficient
23231,Not happy with difficulty level
23232,The exam was fair and well structured
23233,Poor time management required
23234,Questions were too difficult
23235,Overall good experience
23236,Average experience
23237,Poor time management required
23238,Average experience
23239,Average experience
23240,The exam was fair and well structured
23241,Not happy with difficulty level
23242,Time was insufficient
23243,Questions were too difficult
23244,Paper was moderate
23245,Not happy with difficulty level
23246,Excellent exam pattern
23247,Overall good experience
23248,The exam was fair and well structured
23249,Overall good experience
23250,Average experience
23251,Overall good experience
23252,Overall good experience
23253,Questions were too difficult
23254,Excellent exam pattern
23255,Poor time management required
23256,Paper was moderate
23257,Very satisfied with the exam
23258,Questions were too difficult
23259,The exam was fair and well structured
23260,Poor time management required
23261,Paper was moderate
23262,The exam was fair and well structured
23263,The exam was fair and well structured
23264,Very satisfied with the exam
23265,Overall good experience
23266,The exam was fair and well structured
23267,Very satisfied with the exam
23268,Time was insufficient
23269,Very satisfied with the exam
23270,Not happy with difficulty level
23271,Not happy with difficulty level
23272,Not happy with difficulty level
23273,Very satisfied with the exam
23274,Questions were too difficult
23275,Paper was moderate
23276,Questions were too difficult
23277,Very satisfied with the exam
23278,Paper was moderate
23279,Average experience
23280,Very satisfied with the exam
23281,Paper was moderate
23282,Average experience
23283,Very satisfied with the exam
23284,Excellent exam pattern
23285,Overall good experience
23286,Questions were too difficult
23287,Not happy with difficulty level
23288,The exam was fair and well structured
23289,The exam was fair and well structured
23290,Excellent exam pattern
23291,Very satisfied with the exam
23292,Average experience
23293,Not happy with difficulty level
23294,Very satisfied with the exam
23295,Not happy with difficulty level
23296,Very satisfied with the exam
23297,Questions were too difficult
23298,Excellent exam pattern
23299,Excellent exam pattern
23300,Average experience
23301,Overall good experience
23302,Questions were too difficult
23303,Time was insufficient
23304,Very satisfied with the exam
23305,Poor time management required
23306,Paper was moderate
23307,The exam was fair and well structured
23308,Poor time management required
23309,Questions were too difficult
23310,Excellent exam pattern
23311,Not happy with difficulty level
23312,Not happy with difficulty level
23313,Overall good experience
23314,Not happy with difficulty level
23315,Very satisfied with the exam
23316,Not happy with difficulty level
23317,The exam was fair and well structured
23318,Questions were too difficult
23319,Overall good experience
23320,Overall good experience
23321,Excellent exam pattern
23322,Questions were too difficult
23323,Average experience
23324,Questions were too difficult
23325,Overall good experience
23326,Excellent exam pattern
23327,Very satisfied with the exam
23328,The exam was fair and well structured
23329,Not happy with difficulty level
23330,Average experience
23331,Excellent exam pattern
23332,Overall good experience
23333,Average experience
23334,Time was insufficient
23335,Questions were too difficult
23336,Questions were too difficult
23337,Average experience
23338,Questions were too difficult
23339,Time was insufficient
23340,The exam was fair and well structured
23341,Time was insufficient
23342,Time was insufficient
23343,Excellent exam pattern
23344,Overall good experience
23345,Average experience
23346,Overall good experience
23347,Very satisfied with the exam
23348,Time was insufficient
23349,Not happy with difficulty level
23350,Overall good experience
23351,The exam was fair and well structured
23352,Overall good experience
23353,Very satisfied with the exam
23354,Average experience
23355,Poor time management required
23356,Questions were too difficult
23357,Questions were too difficult
23358,Time was insufficient
23359,Not happy with difficulty level
23360,Not happy with difficulty level
23361,Average experience
23362,Average experience
23363,The exam was fair and well structured
23364,Excellent exam pattern
23365,Average experience
23366,Poor time management required
23367,The exam was fair and well structured
23368,Excellent exam pattern
23369,The exam was fair and well structured
23370,The exam was fair and well structured
23371,The exam was fair and well structured
23372,The exam was fair and well structured
23373,Overall good experience
23374,Very satisfied with the exam
23375,Not happy with difficulty level
23376,Average experience
23377,Excellent exam pattern
23378,Questions were too difficult
23379,Paper was moderate
23380,The exam was fair and well structured
23381,The exam was fair and well structured
23382,Paper was moderate
23383,Average experience
23384,The exam was fair and well structured
23385,Poor time management required
23386,The exam was fair and well structured
23387,Poor time management required
23388,Not happy with difficulty level
23389,Very satisfied with the exam
23390,Paper was moderate
23391,Questions were too difficult
23392,Questions were too difficult
23393,Overall good experience
23394,Questions were too difficult
23395,The exam was fair and well structured
23396,The exam was fair and well structured
23397,Very satisfied with the exam
23398,Paper was moderate
23399,The exam was fair and well structured
23400,Questions were too difficult
23401,Overall good experience
23402,Time was insufficient
23403,The exam was fair and well structured
23404,Average experience
23405,Questions were too difficult
23406,Paper was moderate
23407,Not happy with difficulty level
23408,Questions were too difficult
23409,The exam was fair and well structured
23410,Overall good experience
23411,Questions were too difficult
23412,Not happy with difficulty level
23413,Questions were too difficult
23414,Average experience
23415,Very satisfied with the exam
23416,Not happy with difficulty level
23417,Time was insufficient
23418,Time was insufficient
23419,Excellent exam pattern
23420,Paper was moderate
23421,Not happy with difficulty level
23422,Paper was moderate
23423,Not happy with difficulty level
23424,The exam was fair and well structured
23425,Poor time management required
23426,Time was insufficient
23427,Overall good experience
23428,Paper was moderate
23429,Time was insufficient
23430,Poor time management required
23431,Very satisfied with the exam
23432,Paper was moderate
23433,Very satisfied with the exam
23434,Time was insufficient
23435,Questions were too difficult
23436,Not happy with difficulty level
23437,Time was insufficient
23438,Questions were too difficult
23439,The exam was fair and well structured
23440,Overall good experience
23441,Time was insufficient
23442,Excellent exam pattern
23443,Not happy with difficulty level
23444,The exam was fair and well structured
23445,Overall good experience
23446,The exam was fair and well structured
23447,Questions were too difficult
23448,Not happy with difficulty level
23449,Time was insufficient
23450,Questions were too difficult
23451,Excellent exam pattern
23452,Average experience
23453,Questions were too difficult
23454,Paper was moderate
23455,Poor time management required
23456,Overall good experience
23457,Poor time management required
23458,Paper was moderate
23459,Time was insufficient
23460,Questions were too difficult
23461,Not happy with difficulty level
23462,Average experience
23463,The exam was fair and well structured
23464,Paper was moderate
23465,Overall good experience
23466,Excellent exam pattern
23467,Very satisfied with the exam
23468,Paper was moderate
23469,Excellent exam pattern
23470,The exam was fair and well structured
23471,The exam was fair and well structured
23472,Poor time management required
23473,Not happy with difficulty level
23474,Excellent exam pattern
23475,Paper was moderate
23476,Time was insufficient
23477,Excellent exam pattern
23478,Average experience
23479,Average experience
23480,Average experience
23481,Very satisfied with the exam
23482,Poor time management required
23483,Questions were too difficult
23484,Not happy with difficulty level
23485,The exam was fair and well structured
23486,Average experience
23487,Overall good experience
23488,Excellent exam pattern
23489,Time was insufficient
23490,Very satisfied with the exam
23491,Questions were too difficult
23492,Average experience
23493,Average experience
23494,Overall good experience
23495,Average experience
23496,Questions were too difficult
23497,Average experience
23498,Not happy with difficulty level
23499,The exam was fair and well structured
23500,Not happy with difficulty level
23501,Questions were too difficult
23502,Not happy with difficulty level
23503,Very satisfied with the exam
23504,Excellent exam pattern
23505,Excellent exam pattern
23506,Paper was moderate
23507,Poor time management required
23508,Overall good experience
23509,Very satisfied with the exam
23510,Paper was moderate
23511,Paper was moderate
23512,Time was insufficient
23513,Questions were too difficult
23514,The exam was fair and well structured
23515,Very satisfied with the exam
23516,Paper was moderate
23517,Overall good experience
23518,Not happy with difficulty level
23519,Overall good experience
23520,Overall good experience
23521,Questions were too difficult
23522,Questions were too difficult
23523,Very satisfied with the exam
23524,Not happy with difficulty level
23525,The exam was fair and well structured
23526,The exam was fair and well structured
23527,Very satisfied with the exam
23528,Overall good experience
23529,Poor time management required
23530,Average experience
23531,Overall good experience
23532,Questions were too difficult
23533,The exam was fair and well structured
23534,Time was insufficient
23535,Excellent exam pattern
23536,Average experience
23537,The exam was fair and well structured
23538,The exam was fair and well structured
23539,Poor time management required
23540,Poor time management required
23541,Time was insufficient
23542,Paper was moderate
23543,Poor time management required
23544,Time was insufficient
23545,Questions were too difficult
23546,Not happy with difficulty level
23547,Overall good experience
23548,The exam was fair and well structured
23549,Paper was moderate
23550,Excellent exam pattern
23551,The exam was fair and well structured
23552,Questions were too difficult
23553,Paper was moderate
23554,Poor time management required
23555,Very satisfied with the exam
23556,Average experience
23557,Paper was moderate
23558,Very satisfied with the exam
23559,Excellent exam pattern
23560,Questions were too difficult
23561,Average experience
23562,Overall good experience
23563,Very satisfied with the exam
23564,Time was insufficient
23565,Poor time management required
23566,Very satisfied with the exam
23567,Excellent exam pattern
23568,The exam was fair and well structured
23569,The exam was fair and well structured
23570,Average experience
23571,Average experience
23572,Paper was moderate
23573,Questions were too difficult
23574,Questions were too difficult
23575,Paper was moderate
23576,Overall good experience
23577,Time was insufficient
23578,Paper was moderate
23579,Time was insufficient
23580,Average experience
23581,Poor time management required
23582,Questions were too difficult
23583,Time was insufficient
23584,Very satisfied with the exam
23585,Excellent exam pattern
23586,Paper was moderate
23587,Not happy with difficulty level
23588,Very satisfied with the exam
23589,Excellent exam pattern
23590,Overall good experience
23591,Questions were too difficult
23592,Overall good experience
23593,Time was insufficient
23594,Questions were too difficult
23595,The exam was fair and well structured
23596,Excellent exam pattern
23597,Average experience
23598,Excellent exam pattern
23599,Poor time management required
23600,Not happy with difficulty level
23601,Excellent exam pattern
23602,Average experience
23603,Time was insufficient
23604,Time was insufficient
23605,Very satisfied with the exam
